truck_id,truck_number,truck_type,rfid_tag,registration_date
TRK-2614,DL-788-HI,Bulk,RFID-lx131ej,2024-03-03
TRK-2615,QN-636-CQ,Bulk,RFID-ea931Ua,2024-07-11
TRK-2616,MR-405-VO,Tipper,RFID-jL591OD,2024-07-15
TRK-2617,PD-872-XI,Bulk,RFID-hd519Ti,2024-07-07
TRK-2618,HZ-490-VG,Tipper,RFID-fT312fa,2024-05-03
TRK-2619,QL-272-WR,Tipper,RFID-dT633fy,2024-05-25
TRK-2620,UT-330-NC,Bulk,RFID-Em583TF,2025-04-01
TRK-2621,TY-985-JW,Bulk,RFID-sU927RL,2024-04-08
TRK-2622,RV-542-KQ,Tipper,,2024-10-30
TRK-2623,WH-841-TX,Bulk,RFID-IK342mS,2025-07-02
TRK-2624,QI-782-VZ,Bulk,RFID-lu113Wo,2023-09-02
TRK-2625,CC-925-MP,Tipper,RFID-sM269AG,2024-08-12
TRK-2626,,Tipper,RFID-qw436Vp,2023-08-19
TRK-2627,SO-957-OP,Bulk,RFID-sW804ke,2024-05-11
TRK-2628,WR-143-PP,Tipper,RFID-wU017dN,2024-04-14
TRK-2629,UY-689-CZ,Tipper,RFID-aV617Rf,2024-03-27
TRK-2630,GP-826-XK,Tipper,RFID-SR595MR,2025-02-18
TRK-2631,KT-455-QL,Tipper,RFID-Uu194Cw,2024-11-22
,LW-138-YV,Tipper,RFID-tW757Fu,2024-02-25
,QU-785-XF,Bulk,RFID-Lk833cS,
,,,,
TRK-2635,US-969-XJ,Tipper,RFID-jj777VW,2025-02-05
TRK-2636,RJ-354-HU,,RFID-iY660uy,2024-01-15
TRK-2637,IS-750-GU,Bulk,RFID-aB265YQ,2024-12-13
TRK-2638,FU-660-QT,Bulk,RFID-ln229gb,2025-05-14
TRK-2639,TU-276-VW,Bulk,RFID-rv672mb,2024-03-29
TRK-2640,IQ-857-UZ,Bulk,RFID-tJ762ro,2024-01-24
TRK-2641,IH-839-CK,Bulk,RFID-UF379BB,2025-03-21
TRK-2642,QQ-874-JG,Bulk,RFID-wg270eu,2024-07-05
TRK-2643,SJ-925-LJ,Bulk,RFID-jp794HF,2024-09-25
TRK-2644,EE-116-CP,Tipper,RFID-at367Ok,2024-08-04
TRK-2645,XS-673-HO,Bulk,RFID-BN549hM,2024-12-27
TRK-2646,EQ-177-FC,Bulk,RFID-vU284xZ,2024-08-21
TRK-2647,PW-514-WD,Tipper,RFID-Ee259bC,2023-10-23
TRK-2648,IJ-236-XC,Tipper,RFID-nu563So,2024-04-22
TRK-2649,YV-917-HO,Tipper,RFID-Jv574KY,2025-06-02
TRK-2650,CZ-553-VG,Tipper,RFID-uY532OK,2024-06-18
TRK-2651,EZ-126-MV,Tipper,RFID-pp399FK,2025-04-17
TRK-2652,ZG-331-LV,Tipper,RFID-Gg705yW,2024-10-15
TRK-2653,DH-121-WM,Tipper,RFID-fH295FD,2023-12-18
,,,,
TRK-2655,NK-689-XZ,Bulk,RFID-Xd425Ep,2025-02-18
TRK-2656,TS-472-UG,Tipper,RFID-wN305EJ,2023-08-07
TRK-2657,JX-340-IJ,Tipper,RFID-Fu245MI,2025-05-10
TRK-2658,YD-980-VS,Tipper,RFID-Mh339sU,2024-10-30
TRK-2659,UP-198-ZU,Bulk,RFID-ZG038sp,2024-02-27
,,,,
TRK-2661,FJ-818-QO,Tipper,RFID-PP400WA,2024-11-22
TRK-2662,ZM-688-VL,Tipper,RFID-Xj157CO,2025-06-01
TRK-2663,LP-166-YE,Tipper,RFID-MC682Wu,2025-07-02
TRK-2664,OO-158-XM,Tipper,RFID-rm147TM,2023-09-15
TRK-2665,SB-462-BS,Tipper,RFID-Li742ub,2024-08-17
TRK-2666,OY-845-AP,Bulk,RFID-JE105xj,2024-06-14
TRK-2667,LT-236-ZF,Bulk,RFID-bO568BP,2025-01-24
TRK-2668,LN-790-HG,Bulk,,2024-02-08
TRK-2669,UN-516-DO,Tipper,RFID-WK459cG,2024-03-23
TRK-2670,RI-106-ZB,Bulk,RFID-ee027ij,2025-06-06
TRK-2671,TP-893-ZP,Bulk,RFID-Tp182fW,2023-10-31
TRK-2672,NS-850-FZ,Tipper,RFID-fA555vW,2024-04-29
TRK-2673,UZ-955-EQ,Tipper,RFID-Id176HA,2024-01-15
TRK-2674,MD-191-CK,Tipper,RFID-fn628Ck,2024-05-10
TRK-2675,SR-924-KS,Tipper,RFID-pd143PR,2024-11-08
TRK-2676,DI-198-IE,Bulk,RFID-PS800oE,
TRK-2677,LG-192-EK,Tipper,RFID-Wo003ji,2024-08-01
TRK-2678,FZ-748-CL,Tipper,RFID-yW855OQ,2023-11-10
TRK-2679,CG-720-BO,Tipper,RFID-Ws608Fb,2023-09-13
TRK-2680,RC-101-ZN,,RFID-cm681Lc,2025-01-01
TRK-2681,AK-128-UO,Bulk,RFID-Fa339wS,2023-09-11
TRK-2682,,Bulk,RFID-Gk195zn,2023-10-29
TRK-2683,EF-453-CR,Tipper,,2023-11-08
TRK-2684,EJ-281-XS,Tipper,RFID-Gy485km,2024-04-19
TRK-2685,WE-252-VL,Bulk,RFID-mu945qz,2024-12-16
TRK-2686,QY-912-YU,Tipper,RFID-bC147MP,2024-02-16
TRK-2687,IH-457-RP,Tipper,RFID-lh863cy,2024-07-29
TRK-2688,EC-297-PZ,Tipper,RFID-WK133VV,2024-07-23
TRK-2689,XY-774-OK,Bulk,RFID-tx439Dd,2025-06-02
TRK-2690,LD-667-BG,Bulk,RFID-nG394bt,2024-01-29
,DY-602-EK,Tipper,RFID-vn032FU,2025-03-22
TRK-2692,JX-591-VX,Tipper,RFID-zM657Wk,2024-03-15
TRK-2693,SV-201-WC,Tipper,RFID-Ms778YQ,2024-11-24
TRK-2694,RX-676-ON,Tipper,RFID-ga319bN,2024-02-25
TRK-2695,KO-305-HD,Bulk,RFID-at004Cy,2024-02-07
TRK-2696,TH-741-LL,Tipper,RFID-dx921nP,2025-01-01
,,,,
TRK-2698,KM-905-UU,Tipper,RFID-ht040jq,2025-05-01
TRK-2699,SN-142-EC,Tipper,RFID-OV731RY,2025-06-29
TRK-2700,XT-684-OQ,Bulk,RFID-ah072fU,2024-12-29
TRK-2701,TN-148-ZK,Tipper,RFID-SJ379rr,2024-02-24
TRK-2702,JN-943-VW,Tipper,RFID-eU097Sj,2025-01-25
TRK-2703,TN-282-NR,Tipper,RFID-Ry316bc,2024-09-24
,BF-568-YX,Bulk,RFID-Al767aK,2024-08-14
TRK-2705,SB-308-MO,Tipper,RFID-Ts014UE,2023-11-16
TRK-2706,PB-490-FR,Tipper,RFID-Qr340mp,2023-12-17
TRK-2707,YA-346-RX,Tipper,RFID-KB700JS,2024-05-04
TRK-2708,IE-499-VJ,Bulk,RFID-sx730fM,2024-05-14
TRK-2709,VB-245-PQ,Bulk,RFID-Ik577xQ,2024-08-02
TRK-2710,GX-796-OW,Bulk,RFID-ju588VO,2024-08-27
TRK-2711,QF-999-QX,Bulk,RFID-Lz562xD,2024-04-22
TRK-2712,KA-943-KH,Tipper,RFID-RW542FR,2024-06-11
,XV-599-GA,Bulk,RFID-Bf865Mq,2024-02-18
TRK-2714,SB-885-LR,Bulk,RFID-PD255CW,2023-10-24
TRK-2715,FQ-218-EU,Bulk,RFID-vG820Oj,2024-01-25
TRK-2716,BN-271-YG,Tipper,RFID-OV958kZ,2024-04-27
TRK-2717,RY-507-HH,Bulk,RFID-Sz923fA,2024-03-01
TRK-2718,WG-879-DV,Bulk,RFID-cH188gK,2024-12-20
TRK-2719,WY-668-WF,Bulk,RFID-Qk048Vo,2025-02-22
TRK-2720,NA-590-CF,,RFID-uU571Zx,2024-12-09
TRK-2721,,Tipper,RFID-Qz868oK,2024-08-17
TRK-2722,LJ-856-DP,Bulk,RFID-oO561PD,2024-04-01
TRK-2723,BY-885-ZT,Bulk,RFID-YG230Zg,2023-10-17
TRK-2724,SB-114-YI,Tipper,RFID-St721pW,2024-06-05
TRK-2725,YX-458-MX,Bulk,RFID-IO643gm,2024-09-22
TRK-2726,BJ-398-NF,Bulk,RFID-sh000nl,2024-04-16
TRK-2727,QI-838-LW,Tipper,RFID-Ch114Bw,2025-06-15
TRK-2728,BG-641-HE,Bulk,RFID-tv609yx,2024-12-20
TRK-2729,OI-214-RK,Tipper,RFID-NL346EO,2024-05-21
TRK-2730,NQ-273-SI,Bulk,RFID-RF990cF,2024-08-02
TRK-2731,AX-800-GJ,Tipper,,2024-01-18
TRK-2732,OV-887-OW,,RFID-BS681LN,2024-11-28
TRK-2733,TA-658-BQ,Tipper,RFID-yc570FW,2025-01-02
TRK-2734,XY-760-KR,Bulk,RFID-If174fp,2024-04-04
TRK-2735,KX-343-RP,Tipper,RFID-Vv176pM,
TRK-2736,IZ-565-MX,Tipper,,2024-02-05
TRK-2737,LW-329-DQ,Bulk,RFID-Ag739aR,2025-06-03
TRK-2738,EZ-363-WJ,Bulk,RFID-GC290eG,2023-11-25
TRK-2739,AU-247-BK,Bulk,RFID-SK274yZ,2024-09-24
TRK-2740,,Tipper,RFID-Lh804SH,2024-05-15
TRK-2741,,Bulk,RFID-sk727cs,2024-05-20
TRK-2742,YM-445-IK,Bulk,RFID-hR956je,2024-05-02
TRK-2743,SF-322-SO,Bulk,RFID-pa377yX,2024-10-07
TRK-2744,YS-902-QX,Tipper,RFID-tl260ov,2023-08-18
TRK-2745,OT-518-JH,Bulk,RFID-TC973ZS,2025-05-13
TRK-2746,KM-655-QH,Bulk,RFID-ii112VM,2025-03-29
TRK-2747,VU-738-KF,Tipper,RFID-Fx907YS,2025-01-09
TRK-2748,IX-775-JN,,RFID-Sx608OI,2025-03-09
TRK-2749,EL-810-FO,Tipper,RFID-cr167BJ,2024-10-30
TRK-2750,EZ-796-OE,Bulk,RFID-fq611Qw,2025-04-06
TRK-2751,KU-302-DI,Tipper,RFID-pi768hb,2025-05-15
TRK-2752,GT-880-YI,Tipper,RFID-lQ219mC,2024-04-28
TRK-2753,YP-852-QA,Tipper,RFID-qE858eY,2024-08-16
TRK-2754,CB-121-AW,Tipper,RFID-hJ296co,2025-03-07
TRK-2755,BW-420-YJ,Bulk,RFID-iV324Sz,2024-11-11
TRK-2756,TY-414-VJ,Tipper,RFID-GY050ah,2024-03-26
TRK-2757,XP-948-LI,Tipper,RFID-Ha849tZ,2025-05-12
TRK-2758,EH-921-OX,Tipper,RFID-EZ253nm,2024-08-17
TRK-2759,DK-645-XK,Tipper,RFID-ng777ly,2024-05-12
TRK-2760,OQ-816-ZR,Tipper,RFID-jQ881iG,2025-07-25
TRK-2761,XZ-779-YX,Bulk,RFID-Ge217Kk,2024-08-28
TRK-2762,CB-490-MM,Tipper,RFID-oq365Ad,2023-10-19
TRK-2763,TP-937-JL,Bulk,RFID-Xz605bm,2024-12-24
TRK-2764,OL-120-ZY,Bulk,RFID-Mo567Vi,2024-06-17
TRK-2765,OX-187-XB,Tipper,RFID-AP798WO,2024-06-12
TRK-2766,DH-503-XC,Bulk,RFID-Hs239FX,2023-09-08
TRK-2767,,Tipper,RFID-bA169eJ,2023-12-03
TRK-2768,SY-185-JZ,Tipper,RFID-xr120zr,2025-04-07
TRK-2769,MQ-704-KE,Tipper,RFID-IM754ut,
,WE-386-ZX,Tipper,RFID-yW787SL,2025-07-11
TRK-2771,AI-270-BG,Bulk,RFID-QY899Ki,2024-09-20
TRK-2772,HL-543-IH,Tipper,RFID-SF751vI,2025-03-27
,ZR-775-CO,Bulk,RFID-qO891rr,2025-07-11
TRK-2774,DZ-739-AO,Bulk,RFID-ou498up,2024-02-24
TRK-2775,HF-581-JA,Tipper,,2024-12-04
TRK-2776,RS-443-JN,Bulk,RFID-MB644QQ,2024-12-14
TRK-2777,ZL-824-IY,Tipper,RFID-ZX392Ss,2023-11-04
TRK-2778,SO-600-HC,Tipper,,2025-03-30
TRK-2779,LR-924-RI,Bulk,RFID-lh798UU,2024-01-02
TRK-2780,NC-930-DT,Bulk,RFID-MY433Ov,2024-06-18
TRK-2781,GE-166-EU,Bulk,RFID-pz275ET,2023-12-13
TRK-2782,UW-109-ST,Tipper,RFID-Iv497jq,2024-02-06
TRK-2783,IX-172-EQ,Tipper,RFID-hy914Jz,2024-01-17
TRK-2784,WL-994-IR,Tipper,,2025-03-03
TRK-2785,PB-242-FT,Bulk,RFID-GK894Am,2025-02-26
TRK-2786,CC-193-AU,Tipper,RFID-OF406Mg,2024-12-25
TRK-2787,GB-181-KQ,Bulk,RFID-uh766il,2025-04-07
TRK-2788,FV-825-ZP,Bulk,RFID-ce150rg,2024-12-12
TRK-2789,EH-792-PW,Bulk,RFID-iY884gV,2024-03-26
TRK-2790,LN-181-EF,Tipper,RFID-QK630da,2024-07-14
TRK-2791,DO-293-SS,Tipper,RFID-Ur159sB,2023-08-06
TRK-2792,BE-429-TF,Bulk,RFID-NM333KW,2024-03-25
TRK-2793,KV-403-PN,Bulk,RFID-pj485bJ,2023-08-19
TRK-2794,HL-944-IG,Bulk,,2024-07-31
TRK-2795,AX-799-GT,Tipper,RFID-kf890KV,2023-10-23
TRK-2796,BB-452-XB,Tipper,RFID-hg947pA,2024-02-16
TRK-2797,TL-790-TS,Tipper,RFID-Nk337lo,2024-06-11
TRK-2798,AT-190-IU,Tipper,RFID-pQ410tB,2025-04-22
TRK-2799,XS-720-RB,Bulk,RFID-Cn996og,2024-11-07
TRK-2800,GV-561-JV,Bulk,RFID-Cj167Vy,2024-07-15
TRK-2801,,Bulk,RFID-IW960rn,2024-12-09
,,,,
TRK-2803,WI-915-WZ,Bulk,RFID-CM896nx,2023-10-18
TRK-2804,MX-563-DT,Tipper,RFID-SR219yk,2024-02-18
,,,,
,,,,
TRK-2807,,Tipper,RFID-CT931Zb,2025-01-05
TRK-2808,CK-253-HF,Tipper,RFID-xy695bF,2024-11-05
TRK-2809,ME-949-YO,,,2024-08-18
TRK-2810,FM-841-ML,Tipper,RFID-qE345kk,2025-02-14
TRK-2811,WM-781-BY,Tipper,RFID-MH398Zm,2025-04-24
TRK-2812,BI-588-PD,,RFID-dW065of,2025-04-22
TRK-2813,NM-321-KA,Bulk,RFID-SJ219dq,2025-05-03
TRK-2814,IE-745-IQ,Tipper,RFID-Cj184sj,2025-01-24
TRK-2815,PP-642-HS,Bulk,RFID-oA642tk,2024-02-11
TRK-2816,UW-478-OM,Tipper,RFID-fN813dK,2024-03-17
TRK-2817,AJ-352-FI,Tipper,RFID-EB248kp,2023-11-09
,GW-420-QX,Bulk,RFID-Te039eX,2024-10-09
TRK-2819,MH-448-PI,Bulk,RFID-Ih142XD,2024-05-02
,,,,
TRK-2821,XS-724-GV,Tipper,RFID-Xr052Gb,2024-04-09
TRK-2822,MM-119-IW,Tipper,RFID-zi880kd,2024-10-22
TRK-2823,JD-429-CM,Tipper,RFID-pM722xK,2024-04-25
TRK-2824,,Tipper,RFID-Dl473Th,2023-09-06
TRK-2825,UU-382-SJ,,RFID-Wc329ey,2024-09-10
TRK-2826,UM-328-QI,Bulk,RFID-DH204ZF,2025-02-08
TRK-2827,VM-249-UY,Tipper,RFID-Uz688HD,2024-01-20
TRK-2828,MI-649-FV,Tipper,RFID-KT859Vz,2024-08-26
TRK-2829,EY-719-DT,Bulk,RFID-kG486Fi,2025-08-03
TRK-2830,TF-918-NG,Tipper,RFID-Mx031th,2024-03-12
TRK-2831,JS-973-AG,,RFID-yt966xb,2024-05-20
TRK-2832,DA-767-QK,Tipper,RFID-Wb573nB,2025-02-09
TRK-2833,JU-251-LJ,Bulk,,2025-03-22
TRK-2834,EL-421-CH,Bulk,RFID-jb463oC,2024-06-12
TRK-2835,HS-564-HP,Tipper,RFID-DT476Dx,2023-09-02
TRK-2836,IA-153-WO,Tipper,RFID-Ad372pj,2023-11-08
TRK-2837,JI-837-JA,Bulk,RFID-dw145Dy,2024-07-28
TRK-2838,LI-282-IV,Bulk,RFID-sw619GJ,2023-08-24
TRK-2839,AH-679-TB,Tipper,RFID-ew707vm,2023-12-31
TRK-2840,NS-830-DB,Tipper,RFID-ag482jV,2024-11-19
TRK-2841,BD-635-ES,Tipper,RFID-bG840nO,2025-05-06
TRK-2842,CJ-465-IK,Tipper,RFID-Cz850vZ,2024-06-01
TRK-2843,TM-658-BK,Tipper,RFID-Nu975sx,2023-10-22
TRK-2844,US-661-VV,Tipper,RFID-hC089WF,2023-08-19
,LC-989-GG,Tipper,RFID-QX680JU,2023-10-04
TRK-2846,QO-153-QS,Tipper,RFID-jy981vQ,2024-07-27
,,,,
,,,,
,KN-396-MR,Tipper,RFID-mA402Km,2025-01-12
,SO-141-FA,Bulk,,2023-08-29
TRK-2851,FM-457-SP,Tipper,RFID-cq012UE,2024-12-28
TRK-2852,JX-268-KD,Tipper,RFID-kR137Fh,2025-05-23
TRK-2853,AQ-737-HO,Tipper,RFID-NU175xE,2023-09-04
TRK-2854,NE-306-TG,Tipper,RFID-JV498vO,
TRK-2855,FX-502-DH,,RFID-QR582TL,2023-10-25
TRK-2856,AP-767-RU,Tipper,RFID-Xp849ob,2024-07-10
TRK-2857,FC-496-UT,Bulk,RFID-vG674tF,2025-03-09
TRK-2858,WF-683-TH,Tipper,RFID-tZ609qg,2023-09-01
TRK-2859,RF-707-VJ,Tipper,RFID-Yo283pD,2025-08-04
TRK-2860,BQ-680-XV,Tipper,RFID-Gx218AV,2024-05-28
TRK-2861,FA-112-FE,Bulk,RFID-vt669fp,2024-07-27
TRK-2862,IM-837-KI,Tipper,RFID-Qe297Xu,2024-10-22
TRK-2863,ZP-269-XM,Tipper,RFID-Bj066AE,2025-04-10
TRK-2864,PU-783-WG,Bulk,RFID-ht055pF,2024-12-18
TRK-2865,QW-973-AB,Bulk,RFID-nz769Bp,2024-03-01
TRK-2866,AH-100-HJ,Bulk,RFID-Zk439vk,2024-10-24
TRK-2867,OE-154-JQ,Tipper,RFID-yf959gf,2023-08-30
TRK-2868,ZT-481-BK,Bulk,RFID-IB102Ff,2024-08-18
TRK-2869,AU-222-HG,Tipper,RFID-El200ci,2024-09-29
TRK-2870,YX-919-XD,Tipper,RFID-QK455fc,2024-07-05
TRK-2871,QY-911-AY,Bulk,RFID-gc245Lf,2025-01-30
TRK-2872,MA-188-SL,Tipper,RFID-mY090kz,2024-11-11
TRK-2873,XS-379-HS,Bulk,RFID-Ls714NH,2023-12-21
TRK-2874,MT-256-FK,Tipper,RFID-ie194DM,2024-09-18
TRK-2875,JA-542-VK,Bulk,RFID-gF428Mo,2024-04-03
TRK-2876,ZO-145-RY,Tipper,RFID-vQ406kS,2024-04-04
TRK-2877,WS-836-MU,Tipper,RFID-Gt775sP,2025-01-14
TRK-2878,AH-992-ER,Tipper,RFID-Yt663Qu,2023-10-20
TRK-2879,VZ-145-WV,Bulk,RFID-jT337jc,
TRK-2880,LY-600-US,Bulk,RFID-hj109gC,2025-07-07
TRK-2881,TH-190-PL,Bulk,RFID-sX221vS,2025-02-01
TRK-2882,ME-774-XS,Bulk,RFID-TE593BA,2023-12-04
TRK-2883,OI-754-JE,Bulk,RFID-tT189nE,2023-10-29
TRK-2884,KM-455-TD,Tipper,RFID-zm052we,2025-03-08
TRK-2885,RX-791-OJ,Tipper,RFID-yl004FD,2025-04-15
TRK-2886,LP-240-IJ,Tipper,RFID-iu657VT,2024-05-14
,,,,
,,,,
TRK-2889,,Tipper,RFID-GM023Fr,2025-04-02
TRK-2890,VF-809-KV,Tipper,RFID-cX326aO,2024-02-04
TRK-2891,WZ-657-BC,Bulk,RFID-xv559ag,2025-01-02
,AY-780-YT,Bulk,RFID-nj783vR,
TRK-2893,RU-600-DT,Tipper,RFID-zH848LN,2025-03-25
TRK-2894,UO-504-NV,Tipper,RFID-XU936Zc,2025-04-10
,,,,
TRK-2896,FQ-259-VX,Bulk,RFID-bA045LO,2024-11-01
TRK-2897,EA-912-ZU,Tipper,RFID-DM176Ko,2024-06-29
TRK-2898,MX-811-YG,Tipper,RFID-Cq593tP,2024-07-15
TRK-2899,KV-654-QY,,RFID-qz039qa,2024-06-12
TRK-2900,EA-402-DE,Tipper,RFID-oC830pz,2025-01-11
TRK-2901,UB-359-LD,Tipper,RFID-eZ060Zr,2024-02-15
TRK-2902,YR-110-SH,Tipper,RFID-bG886UY,2024-05-05
TRK-2903,KF-538-QX,Bulk,RFID-FL490nI,2024-01-05
TRK-2904,QP-795-MA,Bulk,RFID-py841JU,2025-04-10
TRK-2905,IA-817-MU,Tipper,RFID-Pm528aR,2024-07-02
TRK-2906,TU-532-RQ,Tipper,RFID-Pp615Eb,2024-08-17
TRK-2907,JZ-602-ZJ,Tipper,RFID-kQ124sQ,2024-02-07
TRK-2908,ZT-188-MO,Tipper,RFID-Bn462Uk,2024-05-16
TRK-2909,CS-832-QC,Bulk,RFID-tI514SJ,2025-06-17
TRK-2910,JI-718-ZA,Tipper,RFID-ha112pe,2025-01-09
TRK-2911,IU-975-LP,Tipper,RFID-WC421vh,2025-04-13
TRK-2912,CR-707-WU,Tipper,,2024-05-07
TRK-2913,YL-614-EH,Tipper,RFID-wY941fw,2025-02-01
TRK-2914,OU-648-QB,Bulk,RFID-Iq263Ub,2024-09-17
,,Tipper,RFID-kj911vk,2024-11-08
TRK-2916,WB-715-IC,Bulk,RFID-EW883Ow,2024-06-16
TRK-2917,EV-303-MG,Bulk,RFID-YW056Bg,2023-09-09
TRK-2918,KT-769-XU,Bulk,RFID-km863NO,2024-08-18
TRK-2919,BE-448-WP,Tipper,RFID-Vo791QX,2023-09-18
,,,RFID-yu787Px,2024-07-22
TRK-2921,CD-858-ZP,Tipper,RFID-Cm300aK,2023-11-12
TRK-2922,AM-913-SA,Bulk,RFID-Pv505AV,2023-11-16
TRK-2923,NS-750-OK,Tipper,RFID-fi057gM,2024-09-22
TRK-2924,AL-818-KB,,RFID-Li881EF,2024-09-26
TRK-2925,GY-466-MN,Tipper,RFID-hN885Zc,2024-01-18
TRK-2926,GY-240-DE,Tipper,RFID-IB534sc,2024-03-01
TRK-2927,OR-556-RO,Tipper,RFID-Qi104Sq,2025-04-01
TRK-2928,OM-908-RP,Bulk,RFID-vA624eH,2023-10-10
TRK-2929,DB-307-DD,Tipper,RFID-tV517tA,2024-01-17
TRK-2930,SA-161-NA,Tipper,RFID-ul004Tf,2024-01-31
TRK-2931,NG-643-AW,Bulk,RFID-Mg289xh,2025-04-18
TRK-2932,,Bulk,RFID-uh145lK,2024-04-29
TRK-2933,RM-319-CK,Tipper,RFID-od391rt,2025-05-03
TRK-2934,QO-923-BR,Bulk,RFID-ZT881JK,2023-10-26
TRK-2935,WD-878-BN,Bulk,RFID-Qt848gz,2025-03-12
TRK-2936,ZO-352-QK,Tipper,RFID-fQ046vr,
TRK-2937,QY-947-GB,Bulk,,2024-11-22
TRK-2938,LW-899-KF,Bulk,RFID-Zx707zI,2023-08-10
,SJ-560-PW,Bulk,RFID-LJ142Yp,
TRK-2940,TD-729-YN,Tipper,RFID-lP152KS,2024-03-03
,,,,
TRK-2942,HU-543-PK,Bulk,RFID-Aa283RH,2023-09-10
TRK-2943,OS-895-DQ,Tipper,RFID-FJ493pd,2024-11-15
TRK-2944,JK-575-QZ,Bulk,RFID-Qy639mH,2024-08-02
TRK-2945,IV-719-II,Tipper,RFID-zL452AL,2025-07-12
TRK-2946,YN-495-TV,Bulk,RFID-Nh443TA,2025-05-31
TRK-2947,PO-798-PR,Tipper,RFID-ah497zL,2024-04-01
TRK-2948,OM-193-RZ,Tipper,RFID-Kl342PL,2023-12-11
TRK-2949,NQ-164-GG,Tipper,RFID-Tc132op,2024-08-21
TRK-2950,HH-625-FY,Bulk,RFID-in016rh,2024-12-10
,IG-295-JH,Tipper,RFID-Th903Sa,2024-04-01
TRK-2952,VN-521-HP,Tipper,RFID-nC615jj,2024-11-24
TRK-2953,RE-727-XD,Tipper,RFID-Ay155QH,2024-01-28
TRK-2954,UH-803-RS,Bulk,RFID-Oj473ny,2024-07-05
TRK-2955,OF-573-PE,Tipper,RFID-FF533rB,2024-06-14
TRK-2956,SW-753-GP,Bulk,RFID-BD040kd,2025-05-27
,QI-763-VJ,Tipper,RFID-sn078Ah,2025-01-08
TRK-2958,KS-681-LI,Tipper,RFID-rl424BX,2025-07-21
,GB-227-ZV,,RFID-eL078Dw,2024-01-26
TRK-2960,,Bulk,RFID-mS437rE,2024-04-04
TRK-2961,MY-663-PH,Bulk,RFID-Eo642Ci,2024-08-11
TRK-2962,,Tipper,RFID-yo037JG,2025-02-08
TRK-2963,MC-547-KD,Tipper,RFID-Ux214Hq,2025-03-26
TRK-2964,EJ-920-ZB,Tipper,RFID-Zt148Vz,2025-02-19
TRK-2965,BC-648-GU,Tipper,RFID-gp019sq,2024-10-19
TRK-2966,YR-309-BR,Bulk,RFID-KZ389Hl,2024-06-21
TRK-2967,BC-739-SH,Bulk,RFID-jb780uX,2024-07-13
TRK-2968,GF-718-OG,Tipper,RFID-va869Em,2025-03-24
TRK-2969,OV-255-AP,Bulk,RFID-UW214Bq,2025-05-03
TRK-2970,TE-944-JO,Bulk,RFID-Oz493QM,
TRK-2971,AE-684-TZ,Tipper,RFID-gy995EN,2023-09-22
TRK-2972,,Bulk,RFID-cv335wE,2025-01-25
TRK-2973,GP-277-XH,Bulk,RFID-Fo385BJ,2024-02-29
TRK-2974,AR-545-PP,Bulk,RFID-Ki011oA,2024-09-12
,,,,
TRK-2976,LD-493-WT,Tipper,RFID-Ti187oV,2024-01-04
TRK-2977,AT-310-WM,Bulk,RFID-gc335qa,2025-02-01
TRK-2978,UN-429-AN,Bulk,RFID-rP961LC,2025-03-23
TRK-2979,KL-310-JS,Bulk,RFID-pN315hf,2025-05-29
TRK-2980,,Tipper,RFID-VO498Wp,2025-06-27
TRK-2981,FJ-380-GH,Bulk,RFID-Ik074QW,2025-01-04
TRK-2982,GP-580-YR,Tipper,RFID-YA073vg,2023-08-13
TRK-2983,,Tipper,RFID-oK189ra,2025-01-01
TRK-2984,,Tipper,RFID-WC655JS,2023-09-14
TRK-2985,LL-547-GF,Bulk,RFID-OK201bQ,2025-07-15
TRK-2986,JZ-590-EF,Tipper,RFID-ko432Vc,2024-07-24
TRK-2987,PN-643-VV,Tipper,RFID-mi233sD,2025-01-09
TRK-2988,ZJ-878-FS,Bulk,RFID-Ni073ch,2025-02-14
TRK-2989,EQ-666-BC,Tipper,RFID-RB354jS,2024-01-29
TRK-2990,YL-400-DL,Tipper,RFID-ya127kx,2025-04-20
TRK-2991,WE-519-IN,Bulk,RFID-RA082gf,2024-05-13
TRK-2992,GC-153-OU,Tipper,RFID-jA231gB,2025-03-28
TRK-2993,WW-858-EO,Bulk,RFID-TH324TJ,2024-12-05
TRK-2994,YX-341-AY,,RFID-vC899kM,2024-07-09
TRK-2995,PC-891-CV,Tipper,RFID-CB893lN,2025-05-21
TRK-2996,ED-573-OJ,Bulk,RFID-qM745nU,2024-05-14
TRK-2997,EN-291-GA,Tipper,RFID-sy036XI,2024-10-13
TRK-2998,WT-625-VN,Tipper,RFID-hY719Si,2025-04-28
TRK-2999,XK-271-BE,Tipper,RFID-hJ038Ez,2023-12-02
,DW-954-JU,Bulk,RFID-Hl920Io,2024-06-02
TRK-3001,ML-827-CG,Tipper,RFID-GM230Ie,2025-05-06
TRK-3002,QT-168-ZD,Bulk,RFID-fv388HI,2023-08-24
TRK-3003,HN-601-RK,Tipper,RFID-vJ144il,2024-09-06
TRK-3004,OK-637-MQ,Tipper,RFID-ni067ZY,2023-12-18
,NU-691-ST,Bulk,RFID-jN318Ce,2025-05-26
TRK-3006,TN-517-EW,Tipper,RFID-VW681uD,2024-04-27
TRK-3007,DA-175-PJ,Tipper,RFID-bc245Wa,2023-12-23
TRK-3008,HP-522-JH,Tipper,RFID-fu000kW,2025-01-05
,,,,
TRK-3010,QD-985-PT,Tipper,RFID-Px178dY,2024-02-05
